"Observation Report",

"Score Definition"
"5 = Excellent","4 = Good","3 = Neutral","2 = Need To Improved","1 = Not Observed"

SL,"Branch Name","Project Name","Entry Date","Data Submission Date","Activity Name",Year,Month,"Start Date","Start Time","End Date","End Time",Division,District,Upazila,Union,"Event Location","Event Village","Event Ward","Preparatory Work","Time management of the event was","Participants attention","Logistical arrangements","Relevancy of delivery of messages","Participants Feedback","Event Note","Submitted By"
2630,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,17-12-2020,09:35:00,17-12-2020,10:00:00,Khulna,Jashore,Jhikargacha,Gangananda,"Nur mohammad member bari",Juligasa,5,4,4,4,4,4,4,,
2631,Manirampur,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,September,28-09-2020,12:35:00,28-09-2020,01:00:00,Khulna,Jashore,Manirampur,Manirampur,"Dokkhin para",Mohonpur,08,4,4,4,4,4,4,"Good ",
2632,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,17-12-2020,09:00:00,17-12-2020,09:35:00,Khulna,Jashore,Jhikargacha,Gangananda,"Nur mohammad member bari",Juligasa,5,4,4,4,4,4,4,,
2633,Manirampur,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,September,28-09-2020,12:00:00,28-09-2020,12:35:00,Khulna,Jashore,Manirampur,Manirampur,"Dokkhin para",Mohonpur,08,4,4,4,4,4,4,"Good ",
2634,Manirampur,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,September,28-09-2020,11:05:00,28-09-2020,11:30:00,Khulna,Jashore,Manirampur,Manirampur,"Mintu biswas er bari",Mohonpur,08,4,4,4,4,4,4,"Good ",
2635,Manirampur,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,September,28-09-2020,10:30:00,28-09-2020,11:05:00,Khulna,Jashore,Manirampur,Manirampur,"Mintu biswas er bari",Mohonpur,08,4,4,4,4,4,4,"Good ",
2636,Manirampur,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,September,28-09-2020,09:35:00,28-09-2020,10:00:00,Khulna,Jashore,Manirampur,Manirampur,"Purbo para",Mohonpur,08,4,4,4,4,4,4,"Good ",
2637,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,15-12-2020,16:05:00,15-12-2020,16:30:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Maj para",Kanarli,7,4,4,4,4,4,4,,
2638,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,15-12-2020,15:30:00,15-12-2020,16:05:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Maj para",Kanarli,7,4,4,4,4,4,4,,
2639,Manirampur,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,September,28-09-2020,09:00:00,28-09-2020,09:35:00,Khulna,Jashore,Manirampur,Manirampur,"Purbo para",Mohonpur,08,4,4,4,4,4,4,"Good ",
2640,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,15-12-2020,14:35:00,15-12-2020,15:00:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Uttor para",Kanarli,7,4,4,4,4,4,4,,
2641,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,15-12-2020,14:00:00,15-12-2020,14:35:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Uttor para",Kanarli,7,4,4,4,4,4,4,,
2642,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,15-12-2020,12:05:00,15-12-2020,12:30:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Mosid para",Nondidumri,4,4,4,4,4,4,4,,
2643,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,15-12-2020,11:30:00,15-12-2020,12:05:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Mojid para",Nondidumri,4,4,4,4,4,4,4,,
2644,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,15-12-2020,10:35:00,15-12-2020,11:00:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Kamrul bari",Rajarbumuriya,2,4,4,4,4,4,4,,
2645,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,15-12-2020,10:00:00,15-12-2020,10:35:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Kamrul bari",Rajarbumuriya,2,4,4,4,4,4,4,,
2646,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,15-12-2020,09:05:00,15-12-2020,09:30:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Abdul ajij bari",Nondidumri,4,4,4,4,4,4,4,,
2647,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,15-12-2020,08:30:00,15-12-2020,09:05:00,Khulna,Jashore,Jhikargacha,Nibaskhola,"Abdul ajij bari",Nondidumri,4,4,4,4,4,4,4,,
2648,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,14-12-2020,16:05:00,14-12-2020,16:30:00,Khulna,Jashore,Jhikargacha,Bankra,"Morol para",Ujjalpur,8,4,4,4,4,4,4,,
2649,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,14-12-2020,15:30:00,14-12-2020,16:05:00,Khulna,Jashore,Jhikargacha,Bankra,"Morol para",Ujjalpur,8,4,4,4,4,4,4,,
2650,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,14-12-2020,14:35:00,14-12-2020,15:00:00,Khulna,Jashore,Jhikargacha,Bankra,"Pochim para",Ujjalpur,8,4,4,4,4,4,4,,
2651,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,14-12-2020,14:00:00,14-12-2020,14:35:00,Khulna,Jashore,Jhikargacha,Bankra,"Pochim para",Ujjalpur,8,4,4,4,4,4,4,,
2652,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,14-12-2020,12:05:00,14-12-2020,12:30:00,Khulna,Jashore,Jhikargacha,Bankra,"Monirul bari","Dikdana nogor",7,4,4,4,4,4,4,,
2653,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,14-12-2020,11:30:00,14-12-2020,12:05:00,Khulna,Jashore,Jhikargacha,Bankra,"Monirul bari","Dikdana nogor",7,4,4,4,4,4,4,,
2654,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,14-12-2020,10:35:00,14-12-2020,11:00:00,Khulna,Jashore,Jhikargacha,Bankra,"School para",Matshaya,5,4,4,4,4,4,4,,
2655,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,14-12-2020,10:00:00,14-12-2020,10:35:00,Khulna,Jashore,Jhikargacha,Bankra,"School para",Matshaya,5,4,4,4,4,4,4,,
2656,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,14-12-2020,09:05:00,14-12-2020,09:30:00,Khulna,Jashore,Jhikargacha,Bankra,Dokinpara,Matshaya,5,4,4,4,4,4,4,,
2657,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,14-12-2020,08:30:00,14-12-2020,09:05:00,Khulna,Jashore,Jhikargacha,Bankra,Dokinpara,Matshaya,5,4,4,4,4,4,4,,
2658,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,26-11-2020,10:30:00,26-11-2020,11:05:00,Khulna,Jashore,Chougachha,Chougachha,"Oliyar mridha para ",Konksharipur,,4,4,4,4,4,4,"Take a good look at all the documents you need to go abroad.",
2659,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,13-12-2020,16:05:00,13-12-2020,16:30:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Uttor para",Bakura,9,4,4,4,4,4,4,,
2660,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,13-12-2020,15:30:00,13-12-2020,16:05:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Uttor para",Bakura,9,4,4,4,4,4,4,,
2661,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,26-11-2020,15:35:36,26-11-2020,16:00:36,Khulna,Jashore,Chougachha,Chougachha,"Fatema ar bari karigar para",BAKPARA,,4,4,4,4,3,3,"Take a good look at all the documents you need to go abroad.",
2662,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,13-12-2020,14:35:00,13-12-2020,15:00:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Karikar para",Bakura,9,4,4,4,4,4,4,,
2663,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,26-11-2020,15:00:46,26-11-2020,15:35:46,Khulna,Jashore,Chougachha,Chougachha,"Fatema begum ar bari karigar para",BAKPARA,,4,4,4,4,4,4,"Take a good look at all the documents you need to go abroad.",
2664,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,13-12-2020,14:00:00,13-12-2020,14:35:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Karikar para",Bakura,9,4,4,4,4,4,4,,
2665,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,26-11-2020,14:05:33,26-11-2020,14:30:33,Khulna,Jashore,Chougachha,Chougachha,"Monirul islam ar bari ","Bishwas para",,3,3,4,4,3,3,"Take a good look at all the documents you need to go abroad.",
2666,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,13-12-2020,12:35:00,13-12-2020,13:00:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Shirajul bari",Jogonondokati,9,4,4,4,4,4,4,,
2667,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,26-11-2020,13:30:15,26-11-2020,14:05:15,Khulna,Jashore,Chougachha,Chougachha,"Monirul islam bishas para","Bishwas para",,4,4,4,4,4,4,"Take a good look at all the documents you need to go abroad.",
2668,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,13-12-2020,12:00:00,13-12-2020,12:35:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Shirajul bari",Jogonondokati,9,4,4,4,4,4,4,,
2669,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,13-12-2020,11:05:00,13-12-2020,11:30:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Hatkhola para",Jogonondokati,9,4,4,4,4,4,4,,
2670,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,26-11-2020,12:00:02,26-11-2020,12:35:02,Khulna,Jashore,Chougachha,Chougachha,"Ripon ar bari das para  ",Konksharipur,,4,4,4,4,4,4,"Take a good look at all the documents you need to go abroad.",
2671,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,13-12-2020,10:30:00,13-12-2020,11:05:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Hatkhola para",Jogonondokati,9,4,4,4,4,4,4,,
2672,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,13-12-2020,09:35:00,13-12-2020,10:00:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Kakrikar para",Jogonondokati,9,4,4,4,4,4,4,,
2673,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,26-11-2020,11:05:50,26-11-2020,11:30:50,Khulna,Jashore,Chougachha,Chougachha,"Oliyar ar bari Mridha para ",Sharipur,,4,4,4,4,4,4,"Take a good look at all the documents you need to go abroad.",
2674,Jhikargasa,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,13-12-2020,09:00:00,13-12-2020,09:35:00,Khulna,Jashore,Jhikargacha,Shankarpur,"Kakrikar para",Jogonondokati,9,4,4,4,4,4,4,,
2675,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,26-11-2020,10:30:32,26-11-2020,11:05:32,Khulna,Jashore,Chougachha,Chougachha,"Oliyar ar bari Mridha para",Sharipur,,4,4,4,4,4,4,"Take a good look at all the documents you need to go abroad.",
2676,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,26-11-2020,09:35:10,26-11-2020,10:00:10,Khulna,Jashore,Chougachha,Chougachha,"Shadan ar bari college para",Sharipur,,3,3,3,3,4,4,"Take a good look at all the documents you need to go abroad.",
2677,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,26-11-2020,09:00:24,26-11-2020,09:35:24,Khulna,Jashore,Chougachha,Chougachha,"Shadan ar bari College para",Sharipur,,4,4,4,4,4,4,"We should be aware of this drama, we will not go abroad in greed.",
2678,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,25-11-2020,16:35:39,25-11-2020,17:00:39,Khulna,Jashore,Chougachha,Fulsara,"Shahinur ar bari porbo para",Chanda,,3,3,3,4,4,4,"We should be aware of this drama, we will not go abroad in greed.",
2679,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,25-11-2020,16:00:00,25-11-2020,16:35:00,Khulna,Jashore,Chougachha,Fulsara,"Shahinur ar bari porbo para",Chanda,,4,4,4,4,4,4,"We should be aware of this drama, we will not go abroad in greed.",
2680,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,25-11-2020,15:25:13,25-11-2020,15:50:13,Khulna,Jashore,Chougachha,Fulsara,"Bedan ar bari hindu para",Chanda,,3,3,4,4,3,3,"We should be aware of this drama, we will not go abroad in greed.",
2681,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,25-11-2020,14:50:09,25-11-2020,15:25:09,Khulna,Jashore,Chougachha,Fulsara,"Bedon ar bari hindu para",Chanda,,4,4,4,4,4,4,"We should be aware of this drama, we will not go abroad in greed.",
2682,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,25-11-2020,13:35:27,25-11-2020,14:00:27,Khulna,Jashore,Chougachha,Fulsara,"Krisna ar bari kalitola",Sholuya,,4,4,4,4,4,4,"We should be aware of this drama, we will not go abroad in greed.",
2683,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,25-11-2020,13:00:14,25-11-2020,12:35:14,Khulna,Jashore,Chougachha,Fulsara,"Krisna ar bari kalitola ",Sholuya,,4,4,4,4,4,4,"We should be aware of this drama, we will not go abroad in greed.",
2684,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,25-11-2020,11:55:05,25-11-2020,12:20:05,Khulna,Jashore,Chougachha,Fulsara,"Ujjal ar bari karigar para",Sholuya,,3,3,4,4,4,4,"We should be aware of this drama, we will not go abroad in greed.",
2685,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,25-11-2020,11:20:46,25-11-2020,11:55:46,Khulna,Jashore,Chougachha,Fulsara,"Ujjal ar bari karigar para",Sholuya,,4,4,4,4,4,4,"We should be aware of this drama, we will not go abroad in greed.",
2686,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,25-11-2020,10:05:58,25-11-2020,10:30:58,Khulna,Jashore,Chougachha,Fulsara,"SHAHIDUL AR BARI GOLDAR PARA",Fulsara,,4,4,3,3,3,3,"We should be aware of this drama, we will not go abroad in greed.",
2687,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,25-11-2020,09:30:26,25-11-2020,10:05:26,Khulna,Jashore,Chougachha,Fulsara,"SHAHIDUL AR BARI GOLDAR PARA",Fulsara,,4,4,3,3,3,3,"We should be aware of this drama, we will not go abroad in greed.",
2688,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,24-11-2020,16:05:29,24-11-2020,16:30:29,Khulna,Jashore,Chougachha,Patibila,"MAJEHAR AR BARI MODDU PARA",Purahuda,,3,3,3,3,4,4,"We should be aware of this drama, we will not go abroad in greed.",
2689,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,24-11-2020,15:30:19,24-11-2020,16:05:19,Khulna,Jashore,Chougachha,Patibila,"Majehar ar bari modhu para",Purahuda,,4,4,4,4,4,4,"We should be aware of this drama, we will not go abroad in greed.",
2690,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,24-11-2020,14:05:33,24-11-2020,14:30:33,Khulna,Jashore,Chougachha,Patibila,"Atiyar ar bari south para",Purahuda,,3,3,3,3,4,4,"We should be aware of this drama",
2691,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,24-11-2020,13:30:23,24-11-2020,14:05:23,Khulna,Jashore,Chougachha,Patibila,"Atiyar ar bari south para",Purahuda,,4,4,4,4,3,3,"We should be aware of this drama",
2692,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,24-11-2020,12:35:49,24-11-2020,13:00:49,Khulna,Jashore,Chougachha,Patibila,"Rahimar bari south para",Sadipur,,3,3,3,3,4,4,"We should be aware of this drama",
2693,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,24-11-2020,12:00:15,24-11-2020,12:35:15,Khulna,Jashore,Chougachha,Patibila,"Rahimar bari south para ",Sadipur,,4,4,4,4,3,3,"We should be aware of this drama",
2694,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,24-11-2020,11:05:39,24-11-2020,11:30:39,Khulna,Jashore,Chougachha,Patibila,"Nur islam ar bari porbo para",Sadipur,,4,4,3,3,3,3,"We should be aware of this drama",
2695,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,24-11-2020,10:30:19,24-11-2020,11:05:19,Khulna,Jashore,Chougachha,Patibila,"Nur islam ar bari porbo para ",Sadipur,,3,3,4,4,4,4,"We should be aware of this drama",
2696,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,24-11-2020,09:35:39,24-11-2020,10:00:39,Khulna,Jashore,Chougachha,Patibila,"Liton mia ar bari ",Sadipur,,4,4,4,4,3,3,"We should be aware of this drama",
2697,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,24-11-2020,09:00:04,24-11-2020,09:35:04,Khulna,Jashore,Chougachha,Patibila,"Liton mia ar bari ",Sadipur,,4,4,4,4,4,4,"We should be aware of this drama",
2698,Keshabpur,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,14-12-2020,09:35:00,14-12-2020,10:00:00,Khulna,Jashore,Keshabpur,Trimohini,"Cor para",Cadra,01,4,4,4,4,4,4,"Good ",
2699,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,October,22-10-2020,16:35:23,22-10-2020,17:00:23,Khulna,Jashore,Chougachha,Chougachha,"Sanapara ar bari","Saddar para",,4,4,3,3,3,3,"We should be aware of this drama",
2700,Keshabpur,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,December,14-12-2020,09:00:00,14-12-2020,09:35:00,Khulna,Jashore,Keshabpur,Trimohini,"Cor para",Cadra,01,4,4,4,4,4,4,"Good ",
2701,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,October,22-10-2020,16:00:38,22-10-2020,16:35:38,Khulna,Jashore,Chougachha,Chougachha,"Sanapara ar bari ","Saddar para",,4,4,4,4,3,3,"We should be aware of this drama",
2702,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,October,22-10-2020,15:05:52,22-10-2020,15:30:52,Khulna,Jashore,Chougachha,Chougachha,"Faruk ar bari ","Puratan Hospatal para",,3,3,3,3,4,4,"We should be aware of this drama",
2703,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,October,22-10-2020,14:30:43,22-10-2020,15:05:43,Khulna,Jashore,Chougachha,Chougachha,"Faruk ar bari ","Puratan Hospatal para",,4,4,4,4,4,4,"We should be aware of this drama",
2704,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,October,22-10-2020,12:45:57,22-10-2020,12:20:57,Khulna,Jashore,Chougachha,Chougachha,"Saheb ar bari porbo para","Huda Chougachha",,4,4,3,3,3,3,"We should be aware of this drama",
2705,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,October,22-10-2020,12:10:20,22-10-2020,12:45:20,Khulna,Jashore,Chougachha,Chougachha,"Saheb ali ar bari porbo para","Huda Chougachha",,4,4,3,3,3,3,"We should be aware of this drama",
2706,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,October,22-10-2020,11:05:41,22-10-2020,11:30:41,Khulna,Jashore,Chougachha,Chougachha,"Md selim ar baeri","Huda Chougachha",,4,4,4,4,3,3,"We should be aware of this drama",
2707,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,October,22-10-2020,11:30:31,22-10-2020,11:35:31,Khulna,Jashore,Chougachha,Chougachha,"Selim ar bari ","Huda Chougachha",,4,4,4,4,3,3,"We should be aware of this drama",
2708,Keshabpur,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,26-11-2020,04:35:00,26-11-2020,05:00:00,Khulna,Jashore,Keshabpur,Majidpur,"Bot  tola mondir",Mojidpur,03,4,4,4,4,4,4,"Good ",
2709,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,October,22-10-2020,09:35:34,22-10-2020,10:00:34,Khulna,Jashore,Chougachha,Chougachha,"Md atrek near by mosque",Singhajhuli,,3,3,4,4,3,3,"We should be aware of this drama",
2710,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,October,22-10-2020,09:00:50,22-10-2020,09:30:50,Khulna,Jashore,Chougachha,Chougachha,"Md tarek near by mosque",Singhajhuli,,4,4,4,4,3,3,"We should be aware of this drama",
2711,Keshabpur,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,26-11-2020,04:00:00,26-11-2020,04:35:00,Khulna,Jashore,Keshabpur,Majidpur,"Bot tola mondir",Mojidpur,03,4,4,4,4,4,4,"Good ",
2712,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,October,21-10-2020,14:05:19,21-10-2020,14:30:19,Khulna,Jashore,Chougachha,Patibila,"Shiulir ar bari membar para ","Hakimpur araji",,4,4,4,4,3,3,"We should be aware of this drama",
2713,Keshabpur,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,26-11-2020,03:05:00,26-11-2020,03:30:00,Khulna,Jashore,Keshabpur,Majidpur,"Moddho para",Mojidpur,03,4,4,4,4,4,4,"Good ",
2714,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,October,21-10-2020,13:30:42,21-10-2020,14:05:42,Khulna,Jashore,Chougachha,Patibila,"Shiulir bari dokkin membar para","Hakimpur araji",,4,4,3,3,4,3,"We should be aware of this drama",
2715,Keshabpur,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,26-11-2020,02:30:00,26-11-2020,03:05:00,Khulna,Jashore,Keshabpur,Majidpur,"Moddho para",Mojidpur,03,4,4,4,4,4,4,"Good ",
2716,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,October,21-10-2020,15:35:47,21-10-2020,16:00:47,Khulna,Jashore,Chougachha,Patibila,"Nimtala mim ar bari ","Hakimpur araji",,4,4,3,3,3,3,"We should be aware of this drama",
2717,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,October,21-10-2020,15:00:52,21-10-2020,15:35:52,Khulna,Jashore,Chougachha,Patibila,"Nimtala Mim aktar ar bari","Hakimpur araji",,4,4,4,4,3,3,"We should be aware of this drama",
2718,Keshabpur,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,November,26-11-2020,12:35:00,26-11-2020,01:00:00,Khulna,Jashore,Keshabpur,Majidpur,"Uttor para",Kusoldia,08,4,4,4,4,4,4,"Good ",
2719,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,October,21-10-2020,12:35:27,21-10-2020,13:00:27,Khulna,Jashore,Chougachha,Patibila,"Sandarer bari bazar para","Debipur ",,4,4,3,3,3,3,"We should be aware of this drama",
2720,Keshabpur,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,November,26-11-2020,12:00:00,26-11-2020,12:35:00,Khulna,Jashore,Keshabpur,Majidpur,"Uttor para",Kusoldia,08,4,4,4,4,4,4,"Good ",
2721,Chaugaschha,DCBTN-CIFF,,28-04-2021,"Interactive Popular Theatre Show (IPT)",0000,October,21-10-2020,12:00:38,21-10-2020,12:35:38,Khulna,Jashore,Chougachha,Patibila,"Sabdarer bari bazar para","Debipur ",,4,4,4,4,3,3,"We should be aware of this drama",
2722,Keshabpur,DCBTN-CIFF,,28-04-2021,"Community Meeting",0000,December,10-12-2020,16:35:00,10-12-2020,17:00:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Maj para",Dauly,9,4,4,4,4,4,4,,
